Fiscal Year,County,Region,Agency Type,Relative Adoption,Number of Consummated Adoptions
2015,Fayette,7-Austin,DFPS,No,2
2015,Fayette,7-Austin,Non DFPS,Yes,3
2015,Fayette,7-Austin,Non DFPS,No,1
2015,Floyd,1-Lubbock,Non DFPS,Yes,2
2015,Floyd,1-Lubbock,Non DFPS,No,2
2015,Fort Bend,6-Houston,DFPS,Yes,4
2015,Fort Bend,6-Houston,DFPS,No,1
2015,Fort Bend,6-Houston,Non DFPS,Yes,3
2015,Fort Bend,6-Houston,Non DFPS,No,8
2015,Franklin,4-Tyler,Non DFPS,No,2
2015,Freestone,7-Austin,DFPS,Yes,3
2015,Freestone,7-Austin,DFPS,No,1
2015,Freestone,7-Austin,Non DFPS,Yes,2
2015,Frio,8-San Antonio,DFPS,Yes,6
2015,Frio,8-San Antonio,DFPS,No,1
2015,Frio,8-San Antonio,Non DFPS,Yes,6
2015,Frio,8-San Antonio,Non DFPS,No,9
2015,Gaines,9-Midland,DFPS,Yes,2
2015,Galveston,6-Houston,DFPS,Yes,8
2015,Galveston,6-Houston,DFPS,No,11
2015,Galveston,6-Houston,Non DFPS,Yes,7
2015,Galveston,6-Houston,Non DFPS,No,10
2015,Garza,1-Lubbock,DFPS,Yes,1
2015,Gillespie,8-San Antonio,DFPS,Yes,2
2015,Gillespie,8-San Antonio,Non DFPS,Yes,1
2015,Goliad,8-San Antonio,Non DFPS,No,3
2015,Gonzales,8-San Antonio,DFPS,Yes,1
2015,Gonzales,8-San Antonio,Non DFPS,No,6
2015,Gray,1-Lubbock,DFPS,Yes,2
2015,Gray,1-Lubbock,Non DFPS,No,2
2015,Grayson,3-Arlington,DFPS,Yes,1
2015,Grayson,3-Arlington,DFPS,No,4
2015,Grayson,3-Arlington,Non DFPS,Yes,18
2015,Grayson,3-Arlington,Non DFPS,No,15
2015,Gregg,4-Tyler,DFPS,Yes,16
2015,Gregg,4-Tyler,DFPS,No,6
2015,Gregg,4-Tyler,Non DFPS,Yes,1
2015,Gregg,4-Tyler,Non DFPS,No,7
2015,Grimes,7-Austin,DFPS,Yes,3
2015,Grimes,7-Austin,DFPS,No,1
2015,Grimes,7-Austin,Non DFPS,No,1
2015,Guadalupe,8-San Antonio,DFPS,Yes,9
2015,Guadalupe,8-San Antonio,DFPS,No,3
2015,Guadalupe,8-San Antonio,Non DFPS,Yes,3
2015,Guadalupe,8-San Antonio,Non DFPS,No,10
2015,Hale,1-Lubbock,DFPS,Yes,6
2015,Hale,1-Lubbock,DFPS,No,1
2015,Hale,1-Lubbock,Non DFPS,No,2
2015,Hardin,5-Beaumont,DFPS,Yes,1
2015,Hardin,5-Beaumont,DFPS,No,1
2015,Hardin,5-Beaumont,Non DFPS,No,6
2015,Harris,6-Houston,DFPS,Yes,114
2015,Harris,6-Houston,DFPS,No,42
2015,Harris,6-Houston,Non DFPS,Yes,353
2015,Harris,6-Houston,Non DFPS,No,381
2015,Harrison,4-Tyler,DFPS,Yes,8
2015,Harrison,4-Tyler,DFPS,No,6
2015,Harrison,4-Tyler,Non DFPS,No,3
2015,Haskell,2-Abilene,Non DFPS,No,4
2015,Hays,7-Austin,DFPS,Yes,16
2015,Hays,7-Austin,Non DFPS,Yes,4
2015,Hays,7-Austin,Non DFPS,No,12
2015,Hemphill,1-Lubbock,DFPS,Yes,2
2015,Henderson,4-Tyler,DFPS,Yes,6
2015,Henderson,4-Tyler,DFPS,No,3
2015,Henderson,4-Tyler,Non DFPS,Yes,3
2015,Henderson,4-Tyler,Non DFPS,No,13
2015,Hidalgo,11-Edinburg,DFPS,Yes,4
2015,Hidalgo,11-Edinburg,Non DFPS,Yes,1
2015,Hidalgo,11-Edinburg,Non DFPS,No,8
2015,Hill,7-Austin,DFPS,Yes,3
2015,Hill,7-Austin,DFPS,No,4
2015,Hill,7-Austin,Non DFPS,Yes,8
2015,Hill,7-Austin,Non DFPS,No,4
2015,Hockley,1-Lubbock,DFPS,Yes,5
2015,Hockley,1-Lubbock,DFPS,No,5
2015,Hockley,1-Lubbock,Non DFPS,No,6
2015,Hood,3-Arlington,DFPS,Yes,3
2015,Hood,3-Arlington,DFPS,No,1
2015,Hood,3-Arlington,Non DFPS,Yes,8
2015,Hood,3-Arlington,Non DFPS,No,7
2015,Hopkins,4-Tyler,DFPS,Yes,7
2015,Hopkins,4-Tyler,Non DFPS,Yes,1
2015,Houston,5-Beaumont,DFPS,Yes,1
2015,Howard,9-Midland,DFPS,Yes,5
2015,Howard,9-Midland,DFPS,No,2
2015,Howard,9-Midland,Non DFPS,Yes,8
2015,Howard,9-Midland,Non DFPS,No,8
2015,Hunt,3-Arlington,DFPS,Yes,2
2015,Hunt,3-Arlington,Non DFPS,Yes,14
2015,Hunt,3-Arlington,Non DFPS,No,28
2015,Hutchinson,1-Lubbock,DFPS,No,1
2015,Jackson,8-San Antonio,Non DFPS,Yes,1
2015,Jasper,5-Beaumont,Non DFPS,No,1
2015,Jefferson,5-Beaumont,DFPS,Yes,12
2015,Jefferson,5-Beaumont,DFPS,No,18
2015,Jefferson,5-Beaumont,Non DFPS,Yes,3
2015,Jefferson,5-Beaumont,Non DFPS,No,30
2015,Jim Wells,11-Edinburg,DFPS,Yes,3
2015,Jim Wells,11-Edinburg,Non DFPS,No,4
2015,Johnson,3-Arlington,DFPS,Yes,7
2015,Johnson,3-Arlington,DFPS,No,2
2015,Johnson,3-Arlington,Non DFPS,Yes,14
2015,Johnson,3-Arlington,Non DFPS,No,21
2015,Karnes,8-San Antonio,DFPS,Yes,6
2015,Karnes,8-San Antonio,Non DFPS,No,2
2015,Kaufman,3-Arlington,DFPS,Yes,1
2015,Kaufman,3-Arlington,Non DFPS,Yes,8
2015,Kaufman,3-Arlington,Non DFPS,No,12
2015,Kendall,8-San Antonio,DFPS,Yes,3
2015,Kendall,8-San Antonio,Non DFPS,Yes,2
2015,Kendall,8-San Antonio,Non DFPS,No,3
2015,Kerr,8-San Antonio,DFPS,Yes,3
2015,Kerr,8-San Antonio,DFPS,No,2
2015,Kerr,8-San Antonio,Non DFPS,Yes,6
2015,Kerr,8-San Antonio,Non DFPS,No,6
2015,Kleberg,11-Edinburg,DFPS,Yes,1
2015,Lamar,4-Tyler,DFPS,Yes,2
2015,Lamar,4-Tyler,DFPS,No,2
2015,Lampasas,7-Austin,DFPS,Yes,2
2015,La Salle,8-San Antonio,DFPS,Yes,3
2015,Lavaca,8-San Antonio,DFPS,Yes,4
2015,Lavaca,8-San Antonio,Non DFPS,Yes,2
2015,Lavaca,8-San Antonio,Non DFPS,No,1
2015,Lee,7-Austin,DFPS,Yes,3
2015,Liberty,6-Houston,DFPS,Yes,7
2015,Liberty,6-Houston,DFPS,No,4
2015,Liberty,6-Houston,Non DFPS,Yes,3
2015,Liberty,6-Houston,Non DFPS,No,8
2015,Limestone,7-Austin,DFPS,Yes,3
2015,Limestone,7-Austin,Non DFPS,No,5
2015,Lipscomb,1-Lubbock,Non DFPS,Yes,1
2015,Live Oak,11-Edinburg,DFPS,Yes,1
2015,Live Oak,11-Edinburg,DFPS,No,1
2015,Live Oak,11-Edinburg,Non DFPS,No,3
2015,Llano,7-Austin,DFPS,Yes,6
2015,Llano,7-Austin,Non DFPS,Yes,5
2015,Llano,7-Austin,Non DFPS,No,1
2015,Lubbock,1-Lubbock,DFPS,Yes,47
2015,Lubbock,1-Lubbock,DFPS,No,17
2015,Lubbock,1-Lubbock,Non DFPS,Yes,9
2015,Lubbock,1-Lubbock,Non DFPS,No,67
2015,Madison,7-Austin,DFPS,Yes,2
2015,Marion,4-Tyler,Non DFPS,No,5
2015,Matagorda,6-Houston,DFPS,Yes,6
2015,Matagorda,6-Houston,DFPS,No,4
2015,Maverick,8-San Antonio,DFPS,Yes,2
2015,McCulloch,9-Midland,DFPS,Yes,1
2015,McCulloch,9-Midland,Non DFPS,No,2
2015,McLennan,7-Austin,DFPS,Yes,58
2015,McLennan,7-Austin,DFPS,No,13
2015,McLennan,7-Austin,Non DFPS,Yes,11
2015,McLennan,7-Austin,Non DFPS,No,27
2015,Medina,8-San Antonio,DFPS,Yes,17
2015,Medina,8-San Antonio,DFPS,No,3
2015,Medina,8-San Antonio,Non DFPS,Yes,6
2015,Medina,8-San Antonio,Non DFPS,No,13
2015,Menard,9-Midland,Non DFPS,No,1
2015,Midland,9-Midland,DFPS,Yes,4
2015,Midland,9-Midland,Non DFPS,Yes,6
2015,Midland,9-Midland,Non DFPS,No,8
2015,Milam,7-Austin,DFPS,Yes,3
2015,Milam,7-Austin,Non DFPS,Yes,1
2015,Milam,7-Austin,Non DFPS,No,3
2015,Mills,7-Austin,Non DFPS,Yes,1
2015,Montague,2-Abilene,Non DFPS,Yes,3
2015,Montague,2-Abilene,Non DFPS,No,1
2015,Montgomery,6-Houston,DFPS,Yes,22
2015,Montgomery,6-Houston,DFPS,No,9
2015,Montgomery,6-Houston,Non DFPS,Yes,37
2015,Montgomery,6-Houston,Non DFPS,No,28
2015,Moore,1-Lubbock,DFPS,Yes,3
2015,Morris,4-Tyler,DFPS,Yes,1
2015,Morris,4-Tyler,Non DFPS,Yes,3
2015,Nacogdoches,5-Beaumont,DFPS,Yes,7
2015,Nacogdoches,5-Beaumont,DFPS,No,3
2015,Nacogdoches,5-Beaumont,Non DFPS,No,14
2015,Navarro,3-Arlington,DFPS,Yes,12
2015,Navarro,3-Arlington,DFPS,No,3
2015,Navarro,3-Arlington,Non DFPS,No,5
2015,Nolan,2-Abilene,DFPS,Yes,3
2015,Nueces,11-Edinburg,DFPS,Yes,11
2015,Nueces,11-Edinburg,Non DFPS,Yes,1
2015,Nueces,11-Edinburg,Non DFPS,No,15
2015,Orange,5-Beaumont,DFPS,Yes,6
2015,Orange,5-Beaumont,DFPS,No,9
2015,Orange,5-Beaumont,Non DFPS,No,13
2015,Palo Pinto,3-Arlington,DFPS,Yes,5
2015,Palo Pinto,3-Arlington,Non DFPS,Yes,10
2015,Palo Pinto,3-Arlington,Non DFPS,No,21
2015,Panola,4-Tyler,DFPS,No,2
2015,Parker,3-Arlington,DFPS,Yes,4
2015,Parker,3-Arlington,DFPS,No,1
2015,Parker,3-Arlington,Non DFPS,Yes,19
2015,Parker,3-Arlington,Non DFPS,No,22
2015,Parmer,1-Lubbock,DFPS,No,1
2015,Parmer,1-Lubbock,Non DFPS,No,1
2015,Pecos,9-Midland,Non DFPS,Yes,2
2015,Polk,5-Beaumont,DFPS,Yes,3
2015,Polk,5-Beaumont,Non DFPS,Yes,1
2015,Polk,5-Beaumont,Non DFPS,No,10
2015,Potter,1-Lubbock,DFPS,Yes,5
2015,Potter,1-Lubbock,DFPS,No,13
2015,Potter,1-Lubbock,Non DFPS,Yes,1
2015,Potter,1-Lubbock,Non DFPS,No,29
2015,Presidio,10-El Paso,DFPS,Yes,2
2015,Randall,1-Lubbock,DFPS,Yes,14
2015,Randall,1-Lubbock,DFPS,No,14
2015,Randall,1-Lubbock,Non DFPS,Yes,2
2015,Randall,1-Lubbock,Non DFPS,No,4
2015,Real,8-San Antonio,Non DFPS,Yes,3
2015,Real,8-San Antonio,Non DFPS,No,1
2015,Red River,4-Tyler,DFPS,Yes,1
2015,Red River,4-Tyler,Non DFPS,No,1
2015,Reeves,9-Midland,Non DFPS,Yes,1
2015,Refugio,11-Edinburg,DFPS,Yes,2
2015,Robertson,7-Austin,DFPS,Yes,2
2015,Robertson,7-Austin,DFPS,No,1
2015,Robertson,7-Austin,Non DFPS,No,3
2015,Rockwall,3-Arlington,Non DFPS,Yes,2
2015,Runnels,2-Abilene,Non DFPS,Yes,1
2015,Runnels,2-Abilene,Non DFPS,No,3
2015,Rusk,4-Tyler,DFPS,No,2
2015,Rusk,4-Tyler,Non DFPS,No,3
2015,San Jacinto,5-Beaumont,DFPS,Yes,2
2015,San Jacinto,5-Beaumont,DFPS,No,1
2015,San Jacinto,5-Beaumont,Non DFPS,No,2
2015,San Patricio,11-Edinburg,DFPS,Yes,15
2015,San Patricio,11-Edinburg,DFPS,No,2
2015,San Patricio,11-Edinburg,Non DFPS,Yes,1
2015,San Saba,7-Austin,DFPS,Yes,1
2015,Schleicher,9-Midland,Non DFPS,No,3
2015,Scurry,2-Abilene,Non DFPS,Yes,2
2015,Scurry,2-Abilene,Non DFPS,No,1
2015,Shelby,5-Beaumont,DFPS,Yes,4
2015,Shelby,5-Beaumont,Non DFPS,Yes,1
2015,Shelby,5-Beaumont,Non DFPS,No,7
2015,Smith,4-Tyler,DFPS,Yes,10
2015,Smith,4-Tyler,DFPS,No,7
2015,Smith,4-Tyler,Non DFPS,Yes,9
2015,Smith,4-Tyler,Non DFPS,No,25
2015,Somervell,3-Arlington,Non DFPS,Yes,2
2015,Somervell,3-Arlington,Non DFPS,No,1
2015,Starr,11-Edinburg,DFPS,Yes,1
2015,Stephens,2-Abilene,Non DFPS,No,2
2015,Stonewall,2-Abilene,Non DFPS,No,5
2015,Swisher,1-Lubbock,Non DFPS,No,3
2015,Tarrant,3-Arlington,DFPS,Yes,50
2015,Tarrant,3-Arlington,DFPS,No,14
2015,Tarrant,3-Arlington,Non DFPS,Yes,47
2015,Tarrant,3-Arlington,Non DFPS,No,169
2015,Taylor,2-Abilene,DFPS,Yes,2
2015,Taylor,2-Abilene,Non DFPS,Yes,1
2015,Taylor,2-Abilene,Non DFPS,No,26
2015,Terry,1-Lubbock,DFPS,Yes,3
2015,Terry,1-Lubbock,DFPS,No,1
2015,Titus,4-Tyler,DFPS,Yes,4
2015,Titus,4-Tyler,Non DFPS,No,1
2015,Tom Green,9-Midland,DFPS,Yes,16
2015,Tom Green,9-Midland,DFPS,No,5
2015,Tom Green,9-Midland,Non DFPS,Yes,8
2015,Tom Green,9-Midland,Non DFPS,No,39
2015,Travis,7-Austin,DFPS,Yes,99
2015,Travis,7-Austin,DFPS,No,17
2015,Travis,7-Austin,Non DFPS,Yes,51
2015,Travis,7-Austin,Non DFPS,No,94
2015,Trinity,5-Beaumont,DFPS,No,1
2015,Trinity,5-Beaumont,Non DFPS,Yes,2
2015,Tyler,5-Beaumont,Non DFPS,No,1
2015,Upshur,4-Tyler,DFPS,No,1
2015,Upshur,4-Tyler,Non DFPS,No,2
2015,Uvalde,8-San Antonio,DFPS,Yes,2
2015,Uvalde,8-San Antonio,Non DFPS,No,3
2015,Val Verde,8-San Antonio,Non DFPS,No,1
2015,Van Zandt,4-Tyler,DFPS,Yes,2
2015,Van Zandt,4-Tyler,DFPS,No,4
2015,Van Zandt,4-Tyler,Non DFPS,No,8
2015,Victoria,8-San Antonio,DFPS,Yes,9
2015,Victoria,8-San Antonio,DFPS,No,1
2015,Victoria,8-San Antonio,Non DFPS,Yes,2
2015,Victoria,8-San Antonio,Non DFPS,No,8
2015,Walker,6-Houston,DFPS,Yes,2
2015,Walker,6-Houston,Non DFPS,Yes,1
2015,Walker,6-Houston,Non DFPS,No,4
2015,Waller,6-Houston,DFPS,Yes,4
2015,Waller,6-Houston,Non DFPS,No,1
2015,Washington,7-Austin,DFPS,Yes,4
2015,Washington,7-Austin,Non DFPS,Yes,3
2015,Webb,11-Edinburg,DFPS,Yes,6
2015,Webb,11-Edinburg,DFPS,No,1
2015,Webb,11-Edinburg,Non DFPS,Yes,7
2015,Webb,11-Edinburg,Non DFPS,No,16
2015,Wharton,6-Houston,DFPS,No,1
2015,Wichita,2-Abilene,DFPS,Yes,1
2015,Wichita,2-Abilene,Non DFPS,No,17
2015,Wilbarger,2-Abilene,Non DFPS,Yes,1
2015,Williamson,7-Austin,DFPS,Yes,12
2015,Williamson,7-Austin,DFPS,No,1
2015,Williamson,7-Austin,Non DFPS,Yes,3
2015,Williamson,7-Austin,Non DFPS,No,21
2015,Wilson,8-San Antonio,DFPS,Yes,14
2015,Wilson,8-San Antonio,DFPS,No,3
2015,Wilson,8-San Antonio,Non DFPS,Yes,1
2015,Wilson,8-San Antonio,Non DFPS,No,3
2015,Winkler,9-Midland,Non DFPS,Yes,1
2015,Wise,3-Arlington,Non DFPS,Yes,1
2015,Wise,3-Arlington,Non DFPS,No,11
2015,Wood,4-Tyler,DFPS,Yes,7
2015,Wood,4-Tyler,Non DFPS,No,4
2015,Yoakum,1-Lubbock,DFPS,Yes,2
2015,Young,2-Abilene,DFPS,Yes,3
2015,Zapata,11-Edinburg,DFPS,Yes,2
2015,Zavala,8-San Antonio,DFPS,Yes,4
2015,Zavala,8-San Antonio,DFPS,No,1
2015,Zavala,8-San Antonio,Non DFPS,No,1
2014,Anderson,4-Tyler,DFPS,Yes,3
2014,Anderson,4-Tyler,DFPS,No,4
2014,Anderson,4-Tyler,Non DFPS,No,2
2014,Andrews,9-Midland,Non DFPS,No,1
2014,Angelina,5-Beaumont,DFPS,Yes,5
2014,Angelina,5-Beaumont,DFPS,No,1
2014,Angelina,5-Beaumont,Non DFPS,No,4
2014,Aransas,11-Edinburg,DFPS,Yes,1
2014,Aransas,11-Edinburg,Non DFPS,Yes,6
2014,Aransas,11-Edinburg,Non DFPS,No,2
2014,Atascosa,8-San Antonio,DFPS,Yes,24
2014,Atascosa,8-San Antonio,DFPS,No,3
2014,Atascosa,8-San Antonio,Non DFPS,Yes,4
2014,Atascosa,8-San Antonio,Non DFPS,No,10
2014,Austin,6-Houston,Non DFPS,Yes,3
2014,Austin,6-Houston,Non DFPS,No,3
2014,Bailey,1-Lubbock,DFPS,Yes,1
2014,Bailey,1-Lubbock,Non DFPS,No,1
2014,Bandera,8-San Antonio,DFPS,Yes,4
2014,Bandera,8-San Antonio,DFPS,No,2
2014,Bandera,8-San Antonio,Non DFPS,Yes,1
2014,Bandera,8-San Antonio,Non DFPS,No,1
2014,Bastrop,7-Austin,DFPS,Yes,18
2014,Bastrop,7-Austin,DFPS,No,5
2014,Bastrop,7-Austin,Non DFPS,Yes,2
2014,Bastrop,7-Austin,Non DFPS,No,11
2014,Bee,11-Edinburg,DFPS,Yes,2
2014,Bee,11-Edinburg,Non DFPS,No,5
2014,Bell,7-Austin,DFPS,Yes,40
2014,Bell,7-Austin,DFPS,No,11
2014,Bell,7-Austin,Non DFPS,Yes,9
2014,Bell,7-Austin,Non DFPS,No,34
2014,Bexar,8-San Antonio,DFPS,Yes,551
2014,Bexar,8-San Antonio,DFPS,No,61
2014,Bexar,8-San Antonio,Non DFPS,Yes,125
2014,Bexar,8-San Antonio,Non DFPS,No,356
2014,Bosque,7-Austin,DFPS,No,1
2014,Bowie,4-Tyler,DFPS,Yes,3
2014,Bowie,4-Tyler,DFPS,No,5
2014,Bowie,4-Tyler,Non DFPS,Yes,4
2014,Bowie,4-Tyler,Non DFPS,No,4
2014,Brazoria,6-Houston,DFPS,Yes,1
2014,Brazoria,6-Houston,DFPS,No,2
2014,Brazoria,6-Houston,Non DFPS,No,2
2014,Brazos,7-Austin,DFPS,Yes,16
2014,Brazos,7-Austin,DFPS,No,2
2014,Brazos,7-Austin,Non DFPS,No,13
2014,Brooks,11-Edinburg,DFPS,Yes,1
2014,Brown,2-Abilene,DFPS,Yes,1
2014,Brown,2-Abilene,DFPS,No,1
2014,Brown,2-Abilene,Non DFPS,Yes,2
2014,Brown,2-Abilene,Non DFPS,No,12
2014,Burleson,7-Austin,DFPS,No,4
2014,Burleson,7-Austin,Non DFPS,No,2
2014,Burnet,7-Austin,DFPS,Yes,10
2014,Burnet,7-Austin,DFPS,No,4
2014,Burnet,7-Austin,Non DFPS,Yes,2
2014,Burnet,7-Austin,Non DFPS,No,4
2014,Caldwell,7-Austin,DFPS,Yes,5
2014,Caldwell,7-Austin,Non DFPS,Yes,2
2014,Caldwell,7-Austin,Non DFPS,No,4
2014,Callahan,2-Abilene,Non DFPS,No,1
2014,Cameron,11-Edinburg,DFPS,Yes,4
2014,Cameron,11-Edinburg,DFPS,No,1
2014,Cameron,11-Edinburg,Non DFPS,No,6
2014,Camp,4-Tyler,DFPS,Yes,1
2014,Camp,4-Tyler,DFPS,No,1
2014,Camp,4-Tyler,Non DFPS,No,9
2014,Cass,4-Tyler,DFPS,Yes,1
2014,Cass,4-Tyler,DFPS,No,5
2014,Castro,1-Lubbock,DFPS,Yes,9
2014,Chambers,6-Houston,Non DFPS,No,3
2014,Cherokee,4-Tyler,DFPS,Yes,15
2014,Cherokee,4-Tyler,DFPS,No,3
2014,Cherokee,4-Tyler,Non DFPS,No,8
2014,Cochran,1-Lubbock,Non DFPS,No,1
2014,Coleman,2-Abilene,Non DFPS,No,1
2014,Collin,3-Arlington,DFPS,Yes,5
2014,Collin,3-Arlington,DFPS,No,5
2014,Collin,3-Arlington,Non DFPS,Yes,2
2014,Collin,3-Arlington,Non DFPS,No,30
2014,Colorado,6-Houston,DFPS,Yes,2
2014,Colorado,6-Houston,DFPS,No,2
2014,Colorado,6-Houston,Non DFPS,No,1
2014,Comal,8-San Antonio,DFPS,Yes,12
2014,Comal,8-San Antonio,DFPS,No,2
2014,Comal,8-San Antonio,Non DFPS,Yes,1
2014,Comal,8-San Antonio,Non DFPS,No,2
2014,Comanche,2-Abilene,Non DFPS,No,2
2014,Concho,9-Midland,Non DFPS,No,1
2014,Cooke,3-Arlington,DFPS,Yes,5
2014,Cooke,3-Arlington,DFPS,No,2
2014,Cooke,3-Arlington,Non DFPS,Yes,1
2014,Cooke,3-Arlington,Non DFPS,No,10
2014,Coryell,7-Austin,DFPS,Yes,7
2014,Coryell,7-Austin,DFPS,No,4
2014,Coryell,7-Austin,Non DFPS,Yes,1
2014,Coryell,7-Austin,Non DFPS,No,2
2014,Crockett,9-Midland,DFPS,No,1
2014,Crosby,1-Lubbock,DFPS,No,1
2014,Dallas,3-Arlington,DFPS,Yes,117
2014,Dallas,3-Arlington,DFPS,No,31
2014,Dallas,3-Arlington,Non DFPS,Yes,22
2014,Dallas,3-Arlington,Non DFPS,No,134
2014,Dawson,9-Midland,DFPS,Yes,1
2014,Dawson,9-Midland,Non DFPS,No,1
2014,Deaf Smith,1-Lubbock,DFPS,No,1
2014,Delta,4-Tyler,DFPS,No,1
2014,Denton,3-Arlington,DFPS,Yes,18
2014,Denton,3-Arlington,DFPS,No,8
2014,Denton,3-Arlington,Non DFPS,Yes,19
2014,Denton,3-Arlington,Non DFPS,No,51
2014,DeWitt,8-San Antonio,DFPS,Yes,1
2014,Dimmit,8-San Antonio,DFPS,Yes,4
2014,Dimmit,8-San Antonio,Non DFPS,No,1
2014,Eastland,2-Abilene,DFPS,Yes,1
2014,Ector,9-Midland,DFPS,Yes,15
2014,Ector,9-Midland,DFPS,No,4
2014,Ector,9-Midland,Non DFPS,Yes,3
2014,Ector,9-Midland,Non DFPS,No,27
2014,Ellis,3-Arlington,DFPS,Yes,2
2014,Ellis,3-Arlington,DFPS,No,1
2014,Ellis,3-Arlington,Non DFPS,No,2
2014,El Paso,10-El Paso,DFPS,Yes,26
2014,El Paso,10-El Paso,DFPS,No,42
2014,El Paso,10-El Paso,Non DFPS,Yes,13
2014,El Paso,10-El Paso,Non DFPS,No,21
2014,Erath,3-Arlington,DFPS,Yes,4
2014,Erath,3-Arlington,Non DFPS,No,5
2014,Falls,7-Austin,DFPS,Yes,1
2014,Falls,7-Austin,DFPS,No,1
2014,Falls,7-Austin,Non DFPS,Yes,2
2014,Falls,7-Austin,Non DFPS,No,1
2014,Fannin,3-Arlington,DFPS,Yes,2
2014,Fayette,7-Austin,DFPS,Yes,14
2014,Fayette,7-Austin,Non DFPS,No,4
2014,Floyd,1-Lubbock,DFPS,Yes,1
2014,Floyd,1-Lubbock,Non DFPS,No,4
2014,Foard,2-Abilene,Non DFPS,No,1
2014,Fort Bend,6-Houston,DFPS,Yes,1
2014,Fort Bend,6-Houston,DFPS,No,2
2014,Fort Bend,6-Houston,Non DFPS,No,6
2014,Franklin,4-Tyler,DFPS,Yes,3
2014,Freestone,7-Austin,DFPS,Yes,4
2014,Freestone,7-Austin,DFPS,No,1
2014,Frio,8-San Antonio,DFPS,Yes,3
2014,Frio,8-San Antonio,Non DFPS,No,9
2014,Gaines,9-Midland,DFPS,Yes,2
2014,Gaines,9-Midland,Non DFPS,No,1
2014,Galveston,6-Houston,DFPS,Yes,6
2014,Galveston,6-Houston,DFPS,No,16
2014,Galveston,6-Houston,Non DFPS,Yes,5
2014,Galveston,6-Houston,Non DFPS,No,5
2014,Gillespie,8-San Antonio,DFPS,Yes,1
2014,Gillespie,8-San Antonio,Non DFPS,Yes,1
2014,Gillespie,8-San Antonio,Non DFPS,No,4
2014,Goliad,8-San Antonio,DFPS,Yes,1
2014,Gonzales,8-San Antonio,DFPS,Yes,1
2014,Gonzales,8-San Antonio,Non DFPS,Yes,1
2014,Gonzales,8-San Antonio,Non DFPS,No,2
2014,Gray,1-Lubbock,DFPS,Yes,3
2014,Gray,1-Lubbock,DFPS,No,2
2014,Gray,1-Lubbock,Non DFPS,No,4
2014,Grayson,3-Arlington,DFPS,Yes,3
2014,Grayson,3-Arlington,DFPS,No,2
2014,Grayson,3-Arlington,Non DFPS,Yes,1
2014,Grayson,3-Arlington,Non DFPS,No,10
2014,Gregg,4-Tyler,DFPS,Yes,9
2014,Gregg,4-Tyler,DFPS,No,14
2014,Gregg,4-Tyler,Non DFPS,Yes,3
2014,Gregg,4-Tyler,Non DFPS,No,17
2014,Grimes,7-Austin,DFPS,Yes,2
2014,Grimes,7-Austin,Non DFPS,No,1
2014,Guadalupe,8-San Antonio,DFPS,Yes,29
2014,Guadalupe,8-San Antonio,DFPS,No,1
2014,Guadalupe,8-San Antonio,Non DFPS,No,12
2014,Hale,1-Lubbock,DFPS,Yes,6
2014,Hall,1-Lubbock,Non DFPS,No,1
2014,Hardin,5-Beaumont,DFPS,Yes,2
2014,Hardin,5-Beaumont,DFPS,No,1
2014,Harris,6-Houston,DFPS,Yes,169
2014,Harris,6-Houston,DFPS,No,42
2014,Harris,6-Houston,Non DFPS,Yes,292
2014,Harris,6-Houston,Non DFPS,No,302
2014,Harrison,4-Tyler,DFPS,Yes,2
2014,Harrison,4-Tyler,DFPS,No,2
2014,Harrison,4-Tyler,Non DFPS,No,6
2014,Hartley,1-Lubbock,DFPS,No,3
2014,Haskell,2-Abilene,Non DFPS,No,3
2014,Hays,7-Austin,DFPS,Yes,4
2014,Hays,7-Austin,DFPS,No,1
2014,Hays,7-Austin,Non DFPS,No,15
2014,Henderson,4-Tyler,DFPS,Yes,9
2014,Henderson,4-Tyler,DFPS,No,5
2014,Henderson,4-Tyler,Non DFPS,Yes,1
2014,Henderson,4-Tyler,Non DFPS,No,11
2014,Hidalgo,11-Edinburg,DFPS,Yes,5
2014,Hidalgo,11-Edinburg,DFPS,No,2
2014,Hidalgo,11-Edinburg,Non DFPS,No,3
2014,Hill,7-Austin,DFPS,Yes,5
2014,Hill,7-Austin,Non DFPS,No,2
2014,Hockley,1-Lubbock,DFPS,Yes,6
2014,Hockley,1-Lubbock,DFPS,No,3
2014,Hockley,1-Lubbock,Non DFPS,Yes,1
2014,Hockley,1-Lubbock,Non DFPS,No,2
2014,Hood,3-Arlington,DFPS,No,2
2014,Hood,3-Arlington,Non DFPS,Yes,1
2014,Hood,3-Arlington,Non DFPS,No,11
2014,Hopkins,4-Tyler,Non DFPS,Yes,2
2014,Hopkins,4-Tyler,Non DFPS,No,3
2014,Houston,5-Beaumont,DFPS,Yes,2
2014,Houston,5-Beaumont,DFPS,No,1
2014,Houston,5-Beaumont,Non DFPS,No,3
2014,Howard,9-Midland,DFPS,Yes,1
2014,Howard,9-Midland,Non DFPS,Yes,4
2014,Howard,9-Midland,Non DFPS,No,2
2014,Hudspeth,10-El Paso,Non DFPS,Yes,1
2014,Hunt,3-Arlington,DFPS,Yes,10
2014,Hunt,3-Arlington,DFPS,No,2
2014,Hunt,3-Arlington,Non DFPS,Yes,8
2014,Hunt,3-Arlington,Non DFPS,No,24
